AT,V,AP,RH,PE
30.28,74.67,1016.45,55.76,439.2119120448461
18.53,48.98,1014.24,74.29,464.4000809769293
5.66,40.62,1015.87,84.97,496.3825997466976
11.91,43.22,1008.75,76.57,484.961808854188
11.28,42.44,1014.62,99.78,485.75851776551264
8.27,37.7,1015.09,73.64,490.0482112380205
22.85,59.15,1014.74,63.92,461.63623470133246
23.48,66.49,1014.41,62.61,463.4800294329207
21.84,55.5,1019.28,62.17,468.3519569069965
30.65,71.06,1008.61,76.76,443.26965481340164
23.15,58.79,1011.11,82.49,459.2607063202751
13.75,40.89,1011.21,82.8,482.7601127911476
31.44,79.74,1006.95,56.99,443.0432817116956
24.97,54.2,1012.68,74.25,451.8032519394574
15.97,52.72,1024.72,65.97,474.5850697062061
31.07,70.32,1011.74,65.91,446.9477661178612
22.17,70.47,1011.07,82.57,454.7307873116581
27.98,74.78,1009.46,63.11,450.7956255730112
25.17,64.79,1017.87,63.26,454.5043378751972
31.2,68.24,1005.71,34.84,441.2044085384005
14.64,45.0,1021.78,41.25,489.47031789265975
11.36,38.25,1013.22,86.16,484.71309587668856
27.43,63.87,1017.6,43.33,455.00748134255815
17.48,44.71,1014.99,36.71,477.0420997731237
22.87,71.29,1008.1,73.1,455.57996617130317
12.15,71.14,1019.56,86.06,476.7574650648263
29.34,74.34,998.58,81.55,441.46252971919745
27.98,74.87,1010.02,66.44,446.38381533922194
9.68,41.44,1015.19,87.34,490.91050466101797
27.04,48.41,1008.57,60.73,452.09382934353386
12.65,44.34,1019.4,71.45,481.296707694755
13.9,40.2,1013.13,89.91,475.0823634345728
19.44,39.53,1006.99,63.18,468.69783405054125
27.89,70.94,1007.54,49.18,448.06707643458896
19.44,59.21,1018.5,88.35,460.3571157601253
26.27,71.98,1005.72,86.15,441.3173241842988
17.19,37.2,1011.84,67.59,479.45292553534165
28.66,74.93,1014.04,51.26,451.56103385626784
21.37,81.56,1006.57,81.56,447.75814454048185
15.69,37.64,1016.0,83.88,476.50564409277644
8.11,42.18,1014.82,93.09,485.43731643522295
22.56,60.29,1018.19,67.53,459.96316725914124
6.25,39.04,1019.65,71.27,498.34978659934234
18.41,65.94,1010.23,84.71,463.0380154916861
31.59,58.9,1003.39,47.6,453.1961704462678
28.56,69.51,1012.45,46.59,447.9437459857232
19.35,39.72,1002.5,51.24,467.2315966306632
18.63,45.87,1007.98,79.9,466.240098482909
10.75,40.81,1015.93,79.27,487.0998392028145
16.19,36.99,1007.37,92.4,475.080614755536
32.72,69.75,1009.6,49.35,451.54275818072455
28.25,71.77,1006.36,67.03,442.69426212946365
23.89,64.27,1013.37,75.22,464.1725096184973
23.26,63.56,1013.64,71.3,457.1184197668723
12.99,40.55,1007.52,94.15,482.43697162915635
26.45,75.6,1017.42,74.5,449.9195336062516
30.02,73.5,1010.52,44.91,442.3841381399343
21.13,51.43,1007.43,88.72,457.3311322183946
17.73,40.55,1003.36,74.62,472.8833533866033
25.23,58.82,1010.9,70.47,454.5324363259273
21.38,49.21,1012.49,53.77,463.5712056601698
20.97,44.63,1007.64,73.69,465.6260947649054
11.64,40.22,1010.58,80.84,491.1883112066014
33.87,71.32,1007.91,39.48,449.5029285833631
21.9,66.54,1004.76,89.99,450.14940790344457
24.44,69.13,1011.1,87.62,446.4810112732709
6.18,41.55,1001.58,98.79,495.2606832510055
8.63,39.96,1024.39,99.47,488.5266604329476
19.31,67.71,1005.31,77.15,457.9004964023653
25.21,63.21,1012.24,85.14,455.1843468632337
19.73,49.69,1007.78,73.02,467.03007081077413
26.01,58.41,1013.56,70.84,455.68601173048563
18.56,67.71,1004.77,85.28,457.2691742479458
32.2,69.68,1012.12,42.47,449.58174154358977
23.76,74.22,1009.2,92.98,449.62318077451556
33.15,68.51,1012.9,51.91,440.4503845707384
27.09,49.3,1003.93,61.0,450.59103037877264
17.26,49.78,1007.38,100.06,466.0592942026077
6.17,40.07,1013.7,58.99,506.46931387236367
30.14,67.69,1006.54,57.05,438.9580187360207
30.93,71.85,1008.63,58.47,437.76961119358316
16.44,53.16,1014.82,75.29,469.82478137056165
15.57,38.78,1013.51,95.38,475.7330609609362
31.38,68.27,1006.79,52.79,439.6175429751998
28.54,72.99,1007.42,67.87,444.31693741743277
28.52,57.82,1004.81,57.82,447.07640191944654
30.57,69.82,1009.86,52.94,450.27300370736174
22.1,71.29,1008.2,75.38,454.77997522225996
7.16,38.56,1019.17,70.1,499.2071557985112
5.02,45.87,1007.8,99.22,493.62164582227587
9.38,43.7,1015.45,90.47,493.69146811129684
24.46,68.61,1011.02,76.66,452.41845577258835
13.44,37.85,1009.78,99.13,481.0381367081762
17.88,45.87,1008.39,93.63,467.9363119908323
28.06,70.04,1009.89,66.07,442.61352885303114
22.06,59.39,1015.26,85.04,452.8113224199165
28.57,69.84,1003.57,66.55,445.49439373650347
26.73,68.84,1010.75,66.83,452.14584314288527
28.25,57.19,1007.99,67.9,449.68560116320765
34.6,64.96,1003.3,34.32,439.0189362469628
23.09,60.95,1015.02,68.78,463.5585111598601
7.28,38.56,1018.96,67.98,497.6811696103099
27.08,63.78,1015.04,50.8,459.38371052706975
10.59,37.5,1013.14,81.56,484.3188374335992
27.52,66.48,1004.99,52.54,441.40356120424406
26.34,69.04,1009.44,72.06,456.73595974552046
30.46,66.75,1017.81,54.48,443.8400003779193
5.29,41.38,1020.62,83.83,503.8266276476429
33.17,70.4,1004.45,58.0,441.0662561971478
21.5,59.87,1019.05,76.56,456.8370071689106
23.42,63.07,1011.72,75.81,456.3411074012762
13.18,52.72,1024.67,75.96,481.9161489108858
21.94,62.52,1015.99,74.56,462.28912449518026
21.59,48.06,1012.72,77.13,458.9889419588338
19.95,50.59,1016.11,73.23,470.8232963483943
30.28,79.74,1006.96,70.21,446.22776884569333
30.74,73.67,1005.79,57.89,440.5616308679468
25.89,58.86,1014.16,52.95,458.46490312753525
16.98,63.09,1020.44,95.18,462.0385120301957
13.97,45.01,1017.44,89.15,474.3053384209828
24.73,74.22,1010.15,79.83,449.501451322763
18.26,49.64,1024.92,62.82,473.9577812189559
16.71,46.18,1012.06,96.6,470.67005493209626
22.1,68.12,1012.71,79.77,451.7558469556177
30.49,70.32,1011.34,66.33,448.3115451537574
24.86,65.34,1012.99,60.33,459.51352053753965
22.83,65.18,1012.24,79.74,455.11640857739116
13.62,40.2,1014.2,85.05,475.84490597372263
23.74,65.34,1013.7,62.9,457.6776974167455
10.77,41.46,1021.42,87.18,492.6635427004911
27.89,73.21,1001.32,85.88,444.5351476562319
17.78,50.66,1015.09,91.9,467.93752360829427
10.32,41.46,1017.98,87.66,493.5676730476487
13.39,49.83,1007.14,90.88,479.1584536904271
15.87,39.31,1009.95,66.78,473.3025009165197
29.73,67.25,1017.64,37.79,452.1295171588546
18.42,63.94,1020.47,74.47,462.69772673879885
20.72,44.57,1008.96,72.57,462.3104826370958
15.07,39.3,1019.0,63.62,478.05303872734635
23.05,62.52,1016.5,65.65,460.98571807088547
10.91,40.1,1014.07,91.45,489.01015138371554
23.34,63.73,1012.1,79.11,455.3744022085788
10.32,41.01,1021.04,95.3,480.57295600445406
21.83,63.07,1011.57,87.02,456.2809012980927
25.44,56.57,1013.8,66.72,456.7368965318411
8.28,40.56,1023.29,79.44,499.58438278775765
29.79,62.66,1008.5,48.51,453.3417870312217
22.19,60.37,1008.45,92.43,452.72958422187884
21.24,44.3,1014.34,83.39,455.8349952842999
16.53,53.29,1018.64,87.47,474.60385823451514
8.85,40.43,1025.68,80.42,503.6222310262233
17.08,58.86,1016.04,87.46,460.9974924991105
13.93,44.9,1022.15,85.93,484.4579895402945
9.36,44.03,1010.3,87.2,486.0492000876036
22.12,57.19,1007.56,76.5,455.0609841765378
20.79,57.32,1012.47,70.09,459.16639907235486
31.68,73.68,1014.85,64.0,443.84741730122215
9.14,38.91,1018.62,89.88,488.5071104292823
24.78,50.16,1004.56,70.22,460.83731069802536
26.81,56.57,1013.68,61.6,454.2410946796946
24.8,61.02,1009.86,71.75,450.6215907699585
19.72,47.03,1012.1,90.36,469.8635971024724
15.47,46.48,1007.69,91.07,475.0403737795726
20.91,58.2,1018.1,62.8,458.32516886912816
8.43,40.6,1015.39,91.81,495.5302848046276
14.43,45.08,1023.23,83.98,479.19759000782824
9.74,41.01,1019.12,98.39,478.4750442649309
19.19,50.16,1011.12,99.91,461.35952323210546
25.52,67.17,1007.33,85.12,451.7140743596452
10.06,39.61,1020.69,69.49,489.41397059822225
27.29,67.32,1013.92,33.41,448.8248274999577
9.88,40.0,1021.4,92.06,494.99586733644884
4.86,39.4,1012.73,91.39,499.96074237511397
23.05,68.67,1006.69,76.43,458.1271898294863
29.08,52.84,1006.14,40.09,450.63169243940985
19.82,57.85,1011.58,97.23,459.382846782195
13.49,44.63,1019.12,70.02,484.0634037197786
28.01,73.18,1012.25,75.02,443.3125522233814
13.45,40.73,1018.7,93.88,473.54343141535685
18.31,62.1,1020.38,79.02,465.7603693969509
28.09,70.02,1010.84,51.29,450.30445426424393
24.35,70.04,1010.92,73.88,450.2626175174739
15.12,41.04,1025.95,69.67,473.0329594413124
8.48,36.18,1013.31,75.15,492.6346570225619
22.7,63.56,1014.32,71.76,458.11522572323884
23.16,57.76,1017.74,63.79,463.718207463504
20.91,58.2,1018.1,62.8,458.466605363413
14.2,45.51,1015.36,74.85,477.2823966503197
22.52,66.48,1003.87,78.29,446.1993144337232
8.44,41.17,1019.9,70.72,497.7895501719716
17.74,50.88,1015.56,89.78,469.2680822492298
20.03,57.19,1007.31,81.69,459.9379248039005
25.51,67.69,1004.53,80.03,444.3733427637205
19.65,51.3,1014.81,90.23,465.38992488048854
31.88,70.36,1006.2,57.51,451.51684878594926
7.28,40.67,1020.16,72.7,504.55344152851717
17.19,43.14,1014.34,68.62,477.0282345610727
4.96,39.4,1003.58,92.22,499.2226101434748
17.27,44.9,1007.85,78.8,466.3492427447084
21.81,65.46,1013.97,52.16,456.00394253855245
6.25,39.64,1010.98,83.45,496.2596394774141
26.91,61.5,1009.47,55.26,448.31609652045614
15.09,43.13,1015.71,54.36,479.69388080735314
28.44,69.4,1003.98,73.51,445.0945206555124
17.01,50.9,1013.23,82.03,476.070879903605
21.36,58.95,1018.35,78.87,456.96579618625844
31.93,72.58,1006.9,56.27,439.2651107031725
17.37,57.76,1016.0,86.59,468.54865732709334
24.02,77.54,1008.33,83.92,448.849746860344
20.57,63.78,1016.76,74.0,462.58168238943415
10.11,42.49,1010.22,82.11,497.4322067005224
21.87,66.86,1013.01,57.39,466.9018250246327
24.15,63.13,1013.8,92.1,452.91370281313624
17.55,43.14,1018.86,76.0,473.32213814260916
11.08,38.16,1014.45,74.99,484.97801559750155
2.64,39.64,1011.02,85.24,493.04355354278124
23.53,72.24,1010.84,94.33,449.1708645563942
22.42,60.08,1017.71,67.46,463.6403759658834
20.55,68.63,1012.5,67.07,465.92687683623086
9.07,36.3,1015.26,56.81,492.7193545970998
15.98,42.99,1008.24,83.78,478.69356729972236
22.83,41.1,1002.0,38.62,463.03343424286794
4.78,42.85,1013.39,93.36,494.3125816811869
34.62,69.05,1000.68,38.35,439.49979759630037
20.36,56.53,1020.25,72.96,467.85951922372595
32.45,44.37,1005.05,44.37,443.2180236380505
6.04,41.14,1027.8,86.4,492.5589477719562
22.96,70.79,1005.68,93.93,447.20200016006896
12.04,40.23,1018.07,81.28,485.85496573093127
12.88,44.34,1016.03,88.51,487.6634342451865
22.31,51.19,1009.38,79.72,454.9387616653733
13.65,44.6,1017.99,87.04,479.0465875316005
27.51,71.29,1009.43,76.92,443.03649566465486
9.32,41.39,1020.03,70.21,492.4576805976392
15.01,42.77,1018.21,73.22,474.8262272164891
29.1,77.95,1010.01,71.48,443.33810098141583
30.34,71.25,1000.94,67.29,444.395715392217
12.52,42.34,1018.67,95.29,477.8862277177822
23.29,62.91,1013.35,68.25,456.2095592401921
24.9,58.49,1011.06,65.14,456.51580890821435
7.24,41.17,1020.35,80.56,498.5902718378611
6.94,38.91,1018.94,90.64,496.865004273929
11.92,43.8,1022.96,60.49,482.06398022305626
14.02,42.86,1030.86,68.36,480.06880771498015
19.48,58.79,1017.6,88.72,462.5083520061485
23.59,59.43,1009.96,65.8,453.86604439259247
25.97,69.34,1009.43,88.11,446.1397678400045
18.9,58.46,1016.74,87.65,461.7943726143712
14.52,44.84,1023.51,88.51,480.10081491731944
20.86,67.25,1017.45,81.45,456.6919717051628
18.58,44.6,1016.61,48.15,470.43729447514926
29.85,61.85,1005.45,61.85,448.2839294845385
16.7,40.56,1019.04,50.9,484.01244265604987
22.1,68.63,1015.19,59.05,461.2525876183809
13.17,38.52,1018.5,83.77,482.6607140904589
23.14,58.18,1008.89,81.82,457.1839554294025
25.63,56.85,1012.68,49.7,450.18898613703885
17.8,62.26,1011.81,89.81,462.9521038476418
29.82,43.21,1011.52,63.54,446.7564124097527
14.64,44.92,1025.54,91.12,474.9114671240243
8.75,40.77,1021.99,86.46,492.0547447340849
28.46,49.16,1004.61,38.1,449.57747885067664
32.38,73.91,1004.05,61.69,443.40903280819947
12.86,44.77,1018.75,74.73,480.1753627716657
21.31,58.05,1012.94,88.39,459.5653553842132
12.39,40.75,1016.05,81.91,488.4161313424717
29.67,73.67,1006.48,64.98,441.45051351271377
25.63,58.86,1014.86,52.75,456.3179374162688
9.91,39.64,1010.57,75.82,491.0350897049369
17.25,43.14,1018.34,76.17,475.3847016671082
11.36,40.75,1016.34,85.19,489.4818149669472
11.2,41.54,1019.94,67.18,491.70956430582
25.55,71.64,1009.09,79.35,451.280941530578
21.4,59.21,1017.84,78.01,455.40360132417464
8.24,39.61,1017.99,78.42,489.7184004303376
20.47,63.07,1012.79,88.67,464.18039140364107
18.01,62.26,1011.89,89.29,463.1084897856159
23.0,66.05,1020.61,80.29,433.50627626328765
26.25,52.09,1013.2,53.12,463.0168424158944
14.56,40.89,1010.94,79.57,479.57439427907434
22.34,52.84,1004.05,73.96,462.3767333155725
22.54,63.07,1011.71,81.64,452.6478410789021
20.98,47.43,1007.39,68.15,462.2885145865072
17.68,45.17,1017.5,77.57,474.12304753633
12.59,39.72,1017.76,61.14,482.8676238885488
6.61,38.68,1017.5,63.88,497.1731580313582
31.11,71.8,1010.81,56.08,451.1055497571933
6.03,41.14,1028.04,87.46,490.9175467680062
25.32,71.94,1009.94,62.93,448.74505230779823
23.7,69.23,1011.73,73.18,449.2130170645471
7.98,43.52,1022.45,97.68,492.9919890503113
12.87,39.3,1019.26,71.55,482.84271257168814
29.62,71.8,1011.05,63.13,450.7273853819418
21.13,51.43,1007.43,88.72,457.9569207373337
13.34,40.8,1026.56,64.85,485.9608329578716
21.97,58.12,1015.29,77.47,462.7390379390764
31.95,67.17,1007.11,61.58,445.57717444680185
8.96,40.02,1031.21,82.32,486.3436777955124
26.91,74.99,1005.64,78.98,449.4587959733413
21.32,59.8,1016.26,76.26,465.3354137712948
23.43,63.94,1010.64,89.29,453.4059620143193
25.32,48.41,1008.47,72.14,454.3190960437721
10.36,43.67,1012.16,77.04,489.55597582350083
19.08,41.1,1001.96,62.77,473.3393826999102
27.62,72.43,1007.54,71.33,439.2841372539909
21.35,59.04,1012.28,95.71,457.486826066188
16.5,44.63,1020.58,64.11,471.02359109041015
32.45,66.44,1011.21,50.18,443.1519472579228
24.2,60.95,1014.82,59.42,460.8006388161039
27.51,73.77,1002.42,90.88,450.3344445558888
22.63,58.49,1010.94,72.7,460.4301898935588
20.37,69.48,1011.04,84.31,458.74268087568964
15.84,41.04,1025.64,63.43,467.8478784571762
15.45,45.0,1023.63,70.74,481.0441256309786
16.97,39.16,1005.7,69.13,472.24890620715735
21.49,61.27,1019.81,63.21,462.2674857766778
9.98,41.54,1019.7,80.79,491.9479759896311
11.94,44.6,1018.69,85.33,481.7877901808805
16.17,41.79,1005.78,78.8,467.48570597406683
24.43,67.25,1017.99,74.27,447.97898172905093
26.88,59.21,1013.54,58.13,449.7102990721161
18.13,60.1,1009.67,84.75,468.8813851176125
15.27,38.73,1002.83,77.77,476.2060968624466
25.09,69.68,1012.18,91.33,450.48163612887504
15.12,43.79,1016.37,75.62,482.57782289944123
16.62,54.3,1017.99,63.76,471.29052074058853
29.14,75.23,1010.15,54.87,447.1249913916803
29.0,69.13,1001.22,52.96,437.40040479374215
16.96,63.31,1016.42,77.09,466.1177949296422
7.46,39.81,1018.62,86.73,495.4008701119966
24.96,68.12,1011.27,70.22,450.8354885329365
9.43,41.4,1028.03,84.98,485.15994110340966
10.18,43.5,1022.84,88.7,490.6971724451765
24.96,74.99,1008.25,80.52,454.432552780114
35.1,68.27,1006.96,43.51,440.84367478570994
21.99,42.48,1011.77,74.04,467.42196166729707
10.57,37.73,1024.36,70.29,487.97660216564867
28.62,69.98,1013.3,68.53,444.13111003386564
24.16,65.06,1013.88,58.96,456.07679379824
23.83,58.79,1009.77,78.13,457.5963803629361
12.03,41.58,1015.09,90.43,476.3886802143223
28.85,68.12,1012.05,46.31,449.9483580578118
10.01,40.78,1023.71,88.11,484.6392638737825
17.59,65.48,1018.96,81.34,465.863077761885
26.82,75.08,1005.93,60.81,454.6069584087796
18.9,58.46,1016.74,87.65,461.68086059060033
27.75,65.34,1014.8,45.91,453.3934728050145
24.75,52.84,1005.47,69.61,454.3788554566444
24.57,66.54,1004.44,83.15,442.27465813551163
15.85,46.18,1013.14,97.8,475.07797055983343
19.96,39.53,1006.16,62.77,471.92452582254
26.95,48.41,1008.53,62.94,447.6053072705823
29.23,77.3,1002.71,65.24,452.5822223576464
20.48,39.72,1001.61,57.32,467.5265383371342
10.05,41.17,1018.98,83.71,493.16207546641937
23.05,68.67,1006.69,76.43,458.5608520428173
9.32,36.3,1027.9,77.02,490.4952763431029
24.73,74.22,1010.15,79.83,449.22181068158727
14.12,42.99,1007.13,78.16,479.2946479462105
29.73,67.25,1017.64,37.79,451.4167121070019
26.14,71.98,1005.98,82.45,440.399098350236
31.62,64.05,1010.94,58.93,450.56587631105765
22.92,61.9,1013.27,78.32,458.1709610219918
30.34,71.25,1000.94,67.29,444.9328526344845
25.6,63.76,1010.18,67.43,447.4519400292353
18.37,51.86,1018.8,74.3,472.8014374722271
26.63,74.16,1009.72,83.26,447.69853011929115
26.93,67.07,1005.65,60.26,449.442403070448
18.6,58.71,1009.8,86.42,442.7837830631125
25.04,63.86,1018.92,52.79,454.00934526214814
25.06,62.39,1008.09,82.56,449.6271385389928
11.19,40.64,1020.57,84.49,485.3847848560984
10.59,41.54,1019.94,72.52,490.4829364381874
8.68,43.14,1011.94,79.06,492.5069544130599
15.23,44.9,1007.75,81.34,469.1332011186165
14.34,42.86,1031.75,66.81,478.5067824855141
20.41,50.32,1008.45,93.12,459.60260225980767
31.94,74.99,1002.05,34.12,451.32059901400436
19.8,52.9,1017.75,66.67,468.04262180112534
20.94,58.16,1016.88,65.43,466.9122149649623
22.39,58.18,1008.52,87.48,463.31554052778966
25.6,59.15,1013.31,67.02,452.25320657493774
20.36,60.1,1011.21,84.79,468.04999241634766
21.89,58.62,1016.15,74.59,462.8308219477733
26.88,69.51,1012.76,45.03,446.8582156362395
17.69,65.46,1013.72,67.28,460.41324649704933
12.48,40.67,1011.24,61.1,488.53157836833884
7.16,38.56,1019.17,70.1,498.905465859777
24.57,49.5,1014.22,56.31,468.74658214866906
13.55,40.1,1015.7,86.68,486.52664225937457
14.65,39.28,1014.04,77.98,483.41637902844843
12.52,71.14,1019.49,76.11,474.67198518817634
29.52,64.79,1017.53,44.83,451.91003786212264
21.01,60.1,1010.93,78.6,464.6953098553117
19.35,50.12,1005.43,100.1,458.1988021713225
22.93,63.13,1011.6,77.09,460.04174636398636
12.82,48.14,1017.47,81.45,479.5298126848023
15.81,58.59,1014.41,90.03,468.4019562047609
25.02,59.92,1009.9,76.27,447.93304243081946
32.1,69.98,1013.31,55.84,443.3458619686936
23.43,60.32,1015.34,69.34,459.3332152613002
14.2,40.92,1022.26,71.71,473.519704503177
11.77,40.71,1024.55,72.49,490.68188327577315
13.18,52.72,1024.67,75.96,481.2934260607331
5.56,45.87,1006.99,96.48,487.8543474153262
30.57,69.71,1008.94,59.99,451.2914161626947
18.88,40.79,1004.98,92.65,471.33389438038125
22.32,64.27,1014.35,82.98,459.67913940884415
27.01,71.25,1000.46,87.95,443.52977008481076
6.92,41.26,1011.16,96.2,496.2258505407888
22.57,62.4,1009.77,86.05,458.06490210712883
27.18,59.27,1012.57,64.18,452.2667055107142
25.11,58.79,1015.99,60.55,456.9094588240885
14.95,42.99,1008.75,90.76,480.5076078970369
14.62,46.18,1014.75,96.81,473.97795970997595
17.84,61.27,1020.1,70.68,466.28222978619146
8.83,36.3,1027.08,72.69,493.2321552433332
25.37,44.89,1009.27,63.06,454.78919100133743
11.26,40.43,1025.68,74.67,502.47392815709503
14.66,40.89,1009.72,91.56,478.5611304803817
22.68,70.47,1010.86,82.8,453.67759601206296
24.61,69.68,1012.06,92.47,451.0433564945608
21.89,74.78,1010.35,80.39,457.3667853115936
27.26,73.18,1012.58,74.83,441.0276836483921
25.12,71.58,1010.18,87.5,445.06534998373513
11.97,42.32,1016.95,88.32,479.84296522214134
26.39,66.49,1012.96,60.35,444.5071345661753
9.21,39.72,1019.54,74.44,492.44183636847816
27.23,44.05,1005.69,58.91,451.43492825376956
15.01,42.77,1018.21,73.22,473.9454791998817
13.81,40.2,1013.66,88.16,477.8091240119572
15.84,41.66,1009.69,62.81,477.32679746056573
12.71,43.8,1023.15,71.16,480.6605857813073
27.89,73.17,1009.85,64.22,443.98572113585897
14.29,46.18,1017.01,87.29,477.8058690827218
12.67,41.16,1016.92,92.8,473.39313447991805
27.0,69.4,1004.86,82.2,444.177694417332
26.54,69.34,1009.5,87.18,446.26025442512537
15.25,39.16,1016.18,79.39,483.3450687833329
19.82,58.16,1016.76,74.66,469.18665999468885
25.36,74.99,1002.21,65.96,452.03426211740197
27.51,73.77,1002.42,90.88,447.77978145244003
29.86,59.57,1011.24,64.02,450.93808691053965
9.08,40.02,1031.2,75.34,487.09891516483833
17.98,59.15,1012.09,83.03,463.92373401061263
21.73,50.32,1008.51,84.62,454.04672129027426
9.82,39.96,1024.72,97.69,483.7744620430901
6.77,38.18,1017.8,81.13,495.02744555525004
17.45,49.64,1026.4,66.67,466.6735273816914
25.54,48.41,1010.51,55.34,448.32165140719184
15.55,40.66,1016.21,88.5,470.51516262407296
24.52,56.85,1012.59,54.47,452.0153789416953
27.64,75.6,1017.35,54.78,453.7413851486073
26.39,49.02,1007.62,70.82,449.44092797668543
5.53,35.79,1013.48,94.19,496.49024332279646
13.48,41.26,1021.92,78.24,479.93174486489187
18.42,58.95,1016.95,86.77,465.04498726647535
12.88,44.34,1016.03,88.51,486.88680126851295
31.63,70.17,999.4,59.94,444.69388334301595
17.72,50.9,1012.02,85.55,469.47036703593267
21.54,69.48,1011.04,80.48,454.71606750424047
15.77,41.79,1007.96,80.69,467.9566623087674
11.74,43.56,1015.14,70.72,490.4300455723188
18.59,39.54,1008.56,68.61,473.4956186891062
11.8,42.34,1020.25,93.54,479.5546245659138
25.61,47.43,1008.62,54.51,454.84021740122785
30.51,70.94,1007.64,59.42,444.34256575541
20.55,46.21,1013.21,73.18,460.6533368550529
14.39,40.35,1011.33,64.86,484.6188975746411
13.12,48.04,1011.93,100.07,475.8968803152954
12.37,43.22,1009.1,76.06,480.906030616391
25.45,67.83,1009.47,57.97,442.5351998689261
19.98,49.15,1021.56,63.89,469.90833603263803
20.19,62.26,1011.37,89.69,456.2765457836294
10.52,41.78,1013.54,71.52,486.53310784666337
15.41,42.44,1012.6,86.74,483.12329740201073
27.37,72.58,1008.16,79.94,439.0906385208982
23.63,73.5,1011.46,89.39,451.7612723268916
10.02,39.82,1012.86,89.47,494.3626822693685
13.6,41.2,1015.92,85.05,480.2381368977572
27.02,61.86,1012.38,70.28,455.86424118754235
24.57,66.54,1004.44,83.15,443.57526178169985
23.24,45.01,1012.21,45.23,467.08965978867525
33.71,69.98,1013.09,42.62,443.3646761039734
22.07,60.08,1017.68,71.23,464.2637071163793
12.95,41.38,1021.97,53.83,486.8568010544317
9.52,41.26,1020.55,89.73,487.3600920967122
29.23,75.6,1017.72,52.26,452.941266764976
8.19,40.69,1019.86,85.23,491.3714828845125
11.86,39.85,1013.0,66.92,491.07218946812264
10.59,41.46,1016.87,85.7,492.2066260292822
21.34,48.06,1014.49,63.23,470.65443479892923
15.56,41.04,1025.8,64.81,471.24557879805883
25.54,69.13,1001.64,90.98,442.06347708279884
22.32,47.93,1004.07,86.95,452.74048554408165
21.44,63.09,1016.56,90.11,455.8146625641206
23.06,56.85,1012.5,64.03,452.4020402195044
24.29,63.57,1010.29,87.3,454.16549080141226
17.44,44.89,1009.9,80.54,470.229441859764
27.6,73.42,1011.91,83.66,441.4955843938896
26.76,48.41,1010.53,47.38,451.90698452205396
24.8,61.02,1009.86,71.75,452.7383147264627
26.94,62.91,1011.68,41.3,462.3250733620944
8.58,38.38,1021.03,84.37,493.346902911371
27.17,67.45,1015.67,49.03,442.0329947295092
21.01,58.96,1014.33,61.8,466.9349692014361
30.89,74.87,1008.99,56.58,446.97065264647216
11.53,41.39,1018.39,85.52,484.8755766483711
15.34,41.96,1012.08,100.12,481.8113181734038
18.4,44.06,1017.36,70.88,469.95403465353365
19.41,64.45,1009.44,64.05,465.4314891928448
31.42,69.13,1009.34,57.16,438.10450145963983
11.03,42.32,1017.26,90.56,484.69488363271483
30.85,67.45,1014.53,32.99,443.2327588808879
29.59,74.78,1009.45,55.75,449.3270348118601
18.51,48.06,1015.14,79.83,469.2711416662098
5.47,38.68,1017.33,72.71,497.6204539576585
22.72,64.15,1021.14,60.34,464.29903894610834
8.5,39.16,1014.1,86.64,498.4154884696289
29.63,69.71,1009.04,67.26,446.9451341923678
26.75,56.57,1013.76,57.93,458.9506492614509
21.57,69.23,1011.94,81.73,449.29076784088915
23.38,48.78,1019.03,78.69,459.3820847630724
19.31,52.72,1024.93,53.93,467.61046024964986
20.08,58.12,1015.53,80.84,468.70919214886237
11.21,40.75,1016.45,86.14,490.2478692597682
25.44,61.25,1012.57,87.65,452.72803422931366
20.12,69.45,1013.23,88.48,453.8074324095661
10.12,39.96,1025.98,98.63,483.3478079263857
22.87,74.22,1009.36,93.05,449.9653135995456
28.76,69.48,1008.62,55.86,441.961185049045
6.13,40.81,1026.31,91.66,495.86861629524077
24.12,62.44,1013.83,88.02,457.964831089029
29.65,74.9,1003.22,71.09,444.04646009149917
23.67,72.24,1011.22,90.45,447.9755969723234
19.11,50.16,1010.88,100.09,462.03464569457583
28.69,67.79,1011.01,66.4,451.51425419073996
18.15,41.67,1012.75,52.69,475.8144927033675
21.34,59.8,1016.92,77.06,464.3033101172792
9.95,43.56,1014.85,82.62,489.79247052225617
31.68,70.79,1004.05,54.5,441.53139263184784
15.93,25.88,1009.45,72.83,474.63464791221764
31.66,73.91,1004.49,68.13,444.1245079859896
31.88,66.44,1009.25,64.06,440.84902133569807
18.34,62.1,1020.52,78.6,466.1793424406772
19.69,56.65,1020.72,70.86,467.39662809417183
28.66,50.05,1006.08,47.74,447.4981526696469
8.52,41.55,1002.09,86.81,496.3913619767048
21.32,49.02,1008.81,85.81,458.1536365284295
30.69,74.16,1012.71,60.89,446.35724019502425
30.16,69.34,1007.67,57.69,445.3445836763369
18.5,51.43,1010.82,92.04,472.2551817371802
9.83,41.17,1019.34,72.29,489.47894346073684
26.49,59.44,1012.09,57.84,454.4817690802541
24.83,62.4,1010.13,70.18,453.7502835519425
26.43,58.41,1013.57,64.67,457.8674690556347
12.79,44.03,1007.46,95.93,474.351464391858
7.82,38.91,1015.58,90.11,491.5025206920797
19.5,52.72,1025.21,50.21,468.3378593928768
25.14,63.47,1012.58,70.27,456.17046251700816
